comment_id,author_name,author_channel_url,comment_text,like_count,published_at,updated_at
UgzTI62xzE6FWDfBdDB4AaABAg,@RiszFutbol12,http://www.youtube.com/@RiszFutbol12,Sekarang tu hp cuma 2-4 jutaan aja😂,0,2024-12-03T12:54:21Z,2024-12-03T12:54:21Z
UgyDOVJAsj6wDYxnaKl4AaABAg,@ellojibril5779,http://www.youtube.com/@ellojibril5779,"telat 5 tahun, tb"" muncul di beranda",0,2024-11-28T11:59:53Z,2024-11-28T11:59:53Z
UgzglGg1yzrTnn66eAB4AaABAg,@Hayaguspranaa,http://www.youtube.com/@Hayaguspranaa,sorry bang telat 5 tahun,1,2024-11-26T04:32:15Z,2024-11-26T04:32:15Z
Ugw5tMgV9S_cwn3ns454AaABAg,@sriarumi8918,http://www.youtube.com/@sriarumi8918,Sorry bang tellat 5 tajun,0,2024-11-17T08:24:56Z,2024-11-17T08:24:56Z
Ugw5tMgV9S_cwn3ns454AaABAg.AAwJJ-_0WLOAAwJJfW0VPp,@sriarumi8918,http://www.youtube.com/@sriarumi8918,Tahun,0,2024-11-17T08:25:02Z,2024-11-17T08:25:02Z
UgyWke9RXVrxzTew3zB4AaABAg,@MrLB808,http://www.youtube.com/@MrLB808,YinYang 🗿🤦,0,2024-11-15T04:30:26Z,2024-11-15T04:30:26Z
UgwvQB3Nk_-PbzAiHHh4AaABAg,@BurungComel-y1g,http://www.youtube.com/@BurungComel-y1g,aq paling baruu,0,2024-10-31T01:28:57Z,2024-10-31T01:28:57Z
UgzUYM4jOnQa2uMNSE54AaABAg,@FoodAmbienceAround,http://www.youtube.com/@FoodAmbienceAround,Sorry bang telat 5 tahun 😂,0,2024-10-28T17:45:13Z,2024-10-28T17:45:13Z
UgzRigeZBMOSb30mTQx4AaABAg,@isanmechood5110,http://www.youtube.com/@isanmechood5110,"Untung video ini baru lewat di beranda gw, jadi Duit 23jt gw  aman buat beli iphone 15 😅",0,2024-10-28T14:09:42Z,2024-10-28T14:09:42Z
Ugzy_jgOWpVHNrY50lN4AaABAg,@PermainanMainanAnak,http://www.youtube.com/@PermainanMainanAnak,Bang tolong coba lu beli iphone SE 4 dan di riview pasti lu yg pertama riview,0,2024-10-26T12:38:03Z,2024-10-26T12:38:03Z
UgwTXahszEHgRIPemKZ4AaABAg,@farismuhamadfadillah4,http://www.youtube.com/@farismuhamadfadillah4,"Untung 5 tahun lalu gw belum beli bang, 23jt nya bisa dipake buat beli iphone 16 pro deh wkwkwkwkwkwk",0,2024-10-24T09:32:14Z,2024-10-24T09:32:14Z
UgxihBn6benb2NV8Xzd4AaABAg,@Topiqageng,http://www.youtube.com/@Topiqageng,bg sory telat 5 tahun🗿,0,2024-10-14T15:32:10Z,2024-10-14T15:32:10Z
UgyUdusw_XloK0znKZl4AaABAg,@PPramadan-rv8vy,http://www.youtube.com/@PPramadan-rv8vy,"iPhone 11,12,13,15 sekarang lebi mirip seperti aslinya 14 tidak mirip seperti asli denimik ailenya jadi gak masuk 9:04",0,2024-10-12T01:21:36Z,2024-10-12T01:21:36Z
UgyUdusw_XloK0znKZl4AaABAg.A9TrEsDqGCSABVUkXjGydG,@culinaryhunterofjava,http://www.youtube.com/@culinaryhunterofjava,dinamic island 😑,0,2024-12-01T09:37:37Z,2024-12-01T09:37:37Z
UgxsZ1nj--BvDPrG4wt4AaABAg,@thecoolice1156,http://www.youtube.com/@thecoolice1156,Sekarang dpet di 3.7 walau yg 64gb,0,2024-09-19T05:58:21Z,2024-09-19T05:58:21Z
UgytQvKefEczYXoZWb14AaABAg,@asuntebing8279,http://www.youtube.com/@asuntebing8279,Sekarang uud benerran 1.8😢😢,2,2024-09-14T11:36:09Z,2024-09-14T11:36:09Z
UgwKS0EZE3n62oAjZ-94AaABAg,@Nobanfanny,http://www.youtube.com/@Nobanfanny,Memulai android wkwkwwk😂😂😂,1,2024-08-30T11:08:21Z,2024-08-30T11:08:21Z
UgymjTaTFoRoCOe4NiV4AaABAg,@wahyuamelia6650,http://www.youtube.com/@wahyuamelia6650,Beli di mana bang gw. Juga. Mau.  Yang kw. 😅,0,2024-08-22T15:42:45Z,2024-08-22T15:42:45Z
UgwwtFUyz1H3Ukbdk-N4AaABAg,@gutgazelle2547,http://www.youtube.com/@gutgazelle2547,Skrng yg asli cuma 2 jt an,0,2024-08-11T02:58:13Z,2024-08-11T02:58:13Z
UgzxgYFF6bAffVDalvB4AaABAg,@AgakLaen-b7l,http://www.youtube.com/@AgakLaen-b7l,"sory bang telat 5 tahun , tiba² lewat di beranda",0,2024-07-16T13:47:47Z,2024-07-16T13:47:47Z
Ugxnwf6e3HsSzZNPNaF4AaABAg,@ytxy456,http://www.youtube.com/@ytxy456,Njir 23 JT dapat iPhone 15 series bg,0,2024-06-18T00:28:14Z,2024-06-18T00:28:14Z
Ugxnwf6e3HsSzZNPNaF4AaABAg.A4o3vV8RFhfA4xIA1TyjHA,@BossNihBoss,http://www.youtube.com/@BossNihBoss,*5 thun lalu,0,2024-06-21T14:25:51Z,2024-06-21T14:25:51Z
Ugxnwf6e3HsSzZNPNaF4AaABAg.A4o3vV8RFhfA4yti4EwLD3,@PainiAti-kp4jw,http://www.youtube.com/@PainiAti-kp4jw,Lah anda mikir dong. Itu video udh 5 thn lalu 😅,0,2024-06-22T05:21:55Z,2024-06-22T05:21:55Z
Ugxnwf6e3HsSzZNPNaF4AaABAg.A4o3vV8RFhfA4z3YQAHkR1,@ytxy456,http://www.youtube.com/@ytxy456,@@PainiAti-kp4jw wkwwk🤣🤣,0,2024-06-22T06:56:35Z,2024-06-22T06:56:35Z
Ugxnwf6e3HsSzZNPNaF4AaABAg.A4o3vV8RFhfA4z3_cGV_yR,@ytxy456,http://www.youtube.com/@ytxy456,@@BossNihBoss 🤣🤣,0,2024-06-22T06:56:53Z,2024-06-22T06:56:53Z
UgxJX_OAml1vD7a2Ia94AaABAg,@erzryu8199,http://www.youtube.com/@erzryu8199,Wwkwk Baru Muncul Setalah 5 Tahun,0,2024-06-14T21:17:33Z,2024-06-14T21:17:33Z
Ugz7eu74wTFZJ0Yns9J4AaABAg,@MawarNovita69,http://www.youtube.com/@MawarNovita69,Geraitogel menang pasti bayarrrrrr,0,2024-05-14T14:17:43Z,2024-05-14T14:17:43Z
UgzXDqOSecDCD7bgXU14AaABAg,@syarivmotovlog2400,http://www.youtube.com/@syarivmotovlog2400,"sorry bang telat 40 tahun  tiba "" mucul di branda salam masa depan",0,2024-04-29T02:38:17Z,2024-04-29T02:38:17Z
Ugz4n3B8-uOEOkMtR6B4AaABAg,@rizkyperdiansyah27rizkyper49,http://www.youtube.com/@rizkyperdiansyah27rizkyper49,tpi ko yg asli gaada bacaan hello nya yah pas di nyalain ?,0,2024-04-16T18:35:05Z,2024-04-16T18:35:05Z
UgzVvTyOgUnSw6mQ2IF4AaABAg,@roempoethidjaoe1605,http://www.youtube.com/@roempoethidjaoe1605,5 tahun baru nonton😅,0,2024-04-15T23:34:22Z,2024-04-15T23:34:22Z
UgxALBVoH_jhcwcCaNd4AaABAg,@legimaulida6436,http://www.youtube.com/@legimaulida6436,Mau nanya kalo HP hdc itu biasanya pake chipset apa,0,2024-03-28T10:43:01Z,2024-03-28T10:43:01Z
UgyoRHblaTzG4JeEsoJ4AaABAg,@Timo11504,http://www.youtube.com/@Timo11504,Sekarang harganya 4jtan mas,2,2024-03-17T03:25:12Z,2024-03-17T03:25:12Z
UgwBzF1C-CMVN1aQgil4AaABAg,@pakhajivolodymyrzelenskyy7264,http://www.youtube.com/@pakhajivolodymyrzelenskyy7264,Sory bg telat 5 tahun.baru bangun hibernasi gw,0,2024-03-12T10:01:47Z,2024-03-12T10:01:47Z
UgzUHnwo2k6o4k-glal4AaABAg,@anggisetiawan8529,http://www.youtube.com/@anggisetiawan8529,telat 5 thn wkwk,0,2024-03-09T07:01:04Z,2024-03-09T07:01:04Z
Ugz1kt5pKq9m1EETQ1R4AaABAg,@2454phonefix,http://www.youtube.com/@2454phonefix,video yang sangat menarik dan informatif,0,2024-03-05T06:14:39Z,2024-03-05T06:14:39Z
UgzouLOWLMwgcUP0-5Z4AaABAg,@rolliczx573,http://www.youtube.com/@rolliczx573,2019 lima tahun yang lalu?,0,2024-03-02T09:48:10Z,2024-03-02T09:48:10Z
UgxthMYvdqU4LczpqMB4AaABAg,@safiraaja2997,http://www.youtube.com/@safiraaja2997,Sekarang udah jatuh bgt harga ni hp🙂🙂,0,2024-03-02T07:35:37Z,2024-03-02T07:35:37Z
UgxthMYvdqU4LczpqMB4AaABAg.A0TjzKnMMOFA2VVywxd0aw,@AhmadAlgazali-qw3wb,http://www.youtube.com/@AhmadAlgazali-qw3wb,"Jelas lah, Nana hp lama",0,2024-04-21T17:05:46Z,2024-04-21T17:05:46Z
UgwvYfH6n1LZpdc3bjB4AaABAg,@HendriValsya,http://www.youtube.com/@HendriValsya,Realme c53 kapan bng,0,2024-02-23T19:47:15Z,2024-02-23T19:47:15Z
UgyxCbHIp3Fjx2XOZeV4AaABAg,@HendriValsya,http://www.youtube.com/@HendriValsya,Realme c53 kapan bng,0,2024-02-23T19:46:45Z,2024-02-23T19:46:45Z
Ugx-wv5huzLfBgoNyhF4AaABAg,@HendriValsya,http://www.youtube.com/@HendriValsya,Review realme c35 kpn bng?,0,2024-02-23T19:45:55Z,2024-02-23T19:45:55Z
UgyyIvql7cuE2JN_egx4AaABAg,@aqshalprawira9104,http://www.youtube.com/@aqshalprawira9104,Hai aku dari masa depan habis beli hp ini seharga 2.6 jutaan😂,1,2024-02-17T18:28:12Z,2024-02-17T18:28:12Z
UgzNAo5n_iW-VSP0oi54AaABAg,@Dhani4000C8,http://www.youtube.com/@Dhani4000C8,"Dan hp itu sekarang barunya cuman 4,5 juta an saja MKMKMKMKMK",1,2024-02-09T08:58:37Z,2024-02-09T08:58:37Z
UgxkcyxSDAGKgwF7zfd4AaABAg,@riyuu7797,http://www.youtube.com/@riyuu7797,kok bisa mahal ya bisa sampe 20 jt an? kan kamera nya aja ga Boba,0,2024-02-03T16:19:37Z,2024-02-03T16:19:37Z
UgxkcyxSDAGKgwF7zfd4AaABAg.A-M_gayCS2yA08zF9uc3vu,@Muhammadrizky-zi1jd,http://www.youtube.com/@Muhammadrizky-zi1jd,"this iPhone bro, apalagi awal rilisnya 
ni video 5 tahun lalu",0,2024-02-23T06:04:57Z,2024-02-23T06:04:57Z
UgxkcyxSDAGKgwF7zfd4AaABAg.A-M_gayCS2yA0A3OPDPXKN,@riyuu7797,http://www.youtube.com/@riyuu7797,"@@Muhammadrizky-zi1jd bukan gitu maksud nya, kenapa harga nya mahal sementara yang kamera ip yang Boba 3 biji aja ga segitu",0,2024-02-23T16:09:08Z,2024-06-13T23:41:37Z
UgxkcyxSDAGKgwF7zfd4AaABAg.A-M_gayCS2yA2VW9Zv9BHS,@AhmadAlgazali-qw3wb,http://www.youtube.com/@AhmadAlgazali-qw3wb,"Waktu video ini di buat, seri iPhone terbaru yang ada di pasaran ya iPhone 10 . Sedangkan iPhone Boba mulai dari iPhone 11",0,2024-04-21T17:07:21Z,2024-04-21T17:07:21Z
UgyxOIbGhqrmP3UPVZ54AaABAg,@riyuu7797,http://www.youtube.com/@riyuu7797,1:59 ngblur wkwkw,0,2024-02-03T16:16:12Z,2024-02-03T16:16:12Z
UgxfKl70WfBtB-WfUrR4AaABAg,@muccliscs9563,http://www.youtube.com/@muccliscs9563,Saya mampir di tahun 2024 🎉,0,2024-02-03T13:42:37Z,2024-02-03T13:42:37Z
Ugxd0W2Ml1obur1wtA54AaABAg,@Ikim212,http://www.youtube.com/@Ikim212,"Buat saya bang hp nya
Hp saya rusak bang",0,2024-01-19T02:43:26Z,2024-01-19T02:43:26Z
UgwxLf3BH9teLhW_geZ4AaABAg,@Scyaurelia-xe3lh,http://www.youtube.com/@Scyaurelia-xe3lh,bacot anjing ahaha,0,2023-12-27T03:28:47Z,2023-12-27T03:28:47Z
Ugy-N9A9H0gkCtrrPLx4AaABAg,@faniikhlasulamal273,http://www.youtube.com/@faniikhlasulamal273,Bang saran kepala charger buat iPhone selain yang ory mahal bngt 500 ribu,0,2023-12-08T17:51:40Z,2023-12-08T17:51:40Z
Ugx1PTbY372UDM2qjBV4AaABAg,@raffiadinata3943,http://www.youtube.com/@raffiadinata3943,"Telat 4 tahun,muncul di beranda 😂",3,2023-12-03T03:30:10Z,2023-12-03T03:30:10Z
UgwzswTKQSvhhbzi7Nt4AaABAg,@senangberhitung3838,http://www.youtube.com/@senangberhitung3838,"Sekarang hp iphone x ini harganya berapa? Coba kalo dibelikan emas, skrg nilainya pasti nambah.",0,2023-11-30T03:55:27Z,2023-11-30T03:55:27Z
UgyyiYZ8VkJ-vzYQ6Ad4AaABAg,@lyricmusic2374,http://www.youtube.com/@lyricmusic2374,"skefo ... asus tuf 2023 skrg juga lebih kerenn bang david, bezelnya lebih tipis, batrenya lebih awet, TGPnya juga lebih powerfull, dan satu lagi.. dari smua laptop semi gaming cuma asus tuf yg sdh US Military Grade..",0,2023-11-30T02:34:09Z,2023-11-30T02:34:09Z
UgwTkMqYEuA1hHnYDXp4AaABAg,@lalalulu3555,http://www.youtube.com/@lalalulu3555,0:37 keren,0,2023-11-27T03:49:02Z,2023-11-27T03:49:02Z
UgwO4jt80vWtZbuE0qB4AaABAg,@ulvaaziz4281,http://www.youtube.com/@ulvaaziz4281,Sekarang tinggal 4 jt kurang,1,2023-11-20T16:32:19Z,2023-11-20T16:32:19Z
UgwpSMEGE-ygcIZUP4F4AaABAg,@restiputri7402,http://www.youtube.com/@restiputri7402,V,0,2023-11-17T06:12:54Z,2023-11-17T06:12:54Z
UgzgpQnwYronfFdcUr14AaABAg,@AkunMinangaldo,http://www.youtube.com/@AkunMinangaldo,Maap bang 2023 kok gk ada ya,1,2023-11-11T05:34:09Z,2023-11-11T05:34:09Z
UgwL9TyqJNpKZzPEevd4AaABAg,@rrrrrraul.,http://www.youtube.com/@rrrrrraul.,Rrrrrrrraul,0,2023-11-02T11:32:43Z,2023-11-02T11:32:43Z
Ugw4bTaRNwGmiqhyEC94AaABAg,@muhammadfakhrizafakhrizaa,http://www.youtube.com/@muhammadfakhrizafakhrizaa,sekarang harga nya udah murah,0,2023-10-31T10:03:31Z,2023-10-31T10:03:31Z
UgxS9SF-i0bxxNtplYV4AaABAg,@AbdulSalam-zt5ce,http://www.youtube.com/@AbdulSalam-zt5ce,Yang nonton thun 2023 kita 1 server 😆,1,2023-10-30T16:00:59Z,2023-10-30T16:00:59Z
UgweU-VWOHXLwf-RcqB4AaABAg,@reihanagradita5732,http://www.youtube.com/@reihanagradita5732,sekarang turun parah wowowkowkow,0,2023-10-24T05:03:13Z,2023-10-24T05:03:13Z
Ugy8_VQVo7dViLj7C3R4AaABAg,@solikaturohmah3250,http://www.youtube.com/@solikaturohmah3250,Sorry telat 4 tahun 👍,1,2023-10-17T13:09:02Z,2023-10-17T13:09:02Z
UgzZTmry7MhBU_-cBTl4AaABAg,@solikintel,http://www.youtube.com/@solikintel,Halo gaes gua dari masa depan tunggu ipone 15 aja gaes harga ya juga cuma 23 juta😂,0,2023-10-15T15:02:46Z,2023-10-15T15:02:46Z
UgwLrDMuBpiJZ3NZQ5F4AaABAg,@Adam-fj9fo,http://www.youtube.com/@Adam-fj9fo,sorry bg baru liat muncul tadi 😅,0,2023-10-13T12:04:45Z,2023-10-13T12:04:45Z
UgySJ7ZwsTHzQJiUJep4AaABAg,@Qwertyui37530,http://www.youtube.com/@Qwertyui37530,"Sekarang harganya cuman 3,5juta di shoope 🤣",0,2023-10-08T13:29:33Z,2023-10-08T13:29:33Z
UgyjFzCGBDvQ25TM-6V4AaABAg,@arasstwrd,http://www.youtube.com/@arasstwrd,Hmm,0,2023-10-07T06:06:23Z,2023-10-07T06:06:23Z
UgxyepYOL3x1SF8y8Il4AaABAg,@AkunMobilelangend,http://www.youtube.com/@AkunMobilelangend,Aduh telat 4tahun njirr,0,2023-09-21T12:38:00Z,2023-09-21T12:38:00Z
Ugwv7jM2YGHKu28L5C54AaABAg,@Rendywork,http://www.youtube.com/@Rendywork,"Telat 4 tahun yg lalu, sekarang udah pakai 14 pro",1,2023-09-15T12:32:45Z,2023-09-15T12:32:45Z
Ugwv7jM2YGHKu28L5C54AaABAg.9ug6ded2TdI9vH5UPKqY_m,@halaunited8788,http://www.youtube.com/@halaunited8788,15 pro,0,2023-09-30T06:33:45Z,2023-09-30T06:33:45Z
UgxC7UEzeErLpqjBKuR4AaABAg,@tusungaming9399,http://www.youtube.com/@tusungaming9399,Aku pky HP ipon asli luhh,0,2023-09-15T06:37:54Z,2023-09-15T06:37:54Z
Ugzlp1dDS8eLojiz-bh4AaABAg,@Teman_mewarnai,http://www.youtube.com/@Teman_mewarnai,"Sorry bang telat 4 tahun,tiba2 muncul di beranda 😂😂",0,2023-09-07T15:19:47Z,2023-09-07T15:19:47Z
UgyQvf-3GTh83J-ekBd4AaABAg,@gadgetman4589,http://www.youtube.com/@gadgetman4589,Akibat sok jago,0,2023-08-31T08:20:45Z,2023-08-31T08:20:45Z
UgyKKX0ISbGRKWF5w_V4AaABAg,@batonsafarikukuh,http://www.youtube.com/@batonsafarikukuh,iPhone replika Rp 2 juta mungkin setara hp cina kualitas😊😊😊,0,2023-08-24T06:03:24Z,2023-08-24T06:03:24Z
UgwCgxF1NjtMGNfJmGp4AaABAg,@imasyurotulmufida,http://www.youtube.com/@imasyurotulmufida,Waduh telat 4 tahun ini om😅,0,2023-08-20T08:10:23Z,2023-08-20T08:10:23Z
UgxRObikaqIe6BN11Tl4AaABAg,@SantriTuo_Ngajivirtual,http://www.youtube.com/@SantriTuo_Ngajivirtual,Alhamdulillah bisa beli yg asli di tahun 2023😂,0,2023-08-17T11:20:32Z,2023-08-17T11:20:32Z
Ugyxgb4glYgu_Zpn_sd4AaABAg,@aldchanel9951,http://www.youtube.com/@aldchanel9951,"di tahun ini udah megang xs max, di gepuran boba 😂",0,2023-08-16T06:33:47Z,2023-08-16T06:33:47Z
Ugx45OsGEPkeTDYik-R4AaABAg,@tukanggalon0059,http://www.youtube.com/@tukanggalon0059,sorry telat 5 tahun,1,2023-08-11T03:09:11Z,2023-08-11T03:09:11Z
UgyRqjzSopnMffA1dMR4AaABAg,@afrizenfarizal-ld9yd,http://www.youtube.com/@afrizenfarizal-ld9yd,telat 4 taun ga ngaruh,1,2023-08-08T14:17:53Z,2023-08-08T14:17:53Z
UgyQgghg2yg3Q7Sqw3J4AaABAg,@fahirussyari,http://www.youtube.com/@fahirussyari,23 juta.. tahan dlu bang bentar lagi ip15 udh launching 🗿,1,2023-08-07T17:34:41Z,2023-08-07T17:34:41Z
Ugzo7TmimmoeIB2HXWJ4AaABAg,@YosaArifky,http://www.youtube.com/@YosaArifky,kok nngol d beranda wkkw😊,1,2023-08-07T15:11:47Z,2023-08-07T15:11:47Z
UgzioRFgYqYpUybTxil4AaABAg,@zull5684,http://www.youtube.com/@zull5684,"Sorry bang telat 4 tahun weyy baru muncul di beranda juga ini🤣, 
 #4.Agustus.2023",0,2023-08-04T14:12:48Z,2023-08-04T14:13:33Z
UgxxZHx6LW1laFjpPBR4AaABAg,@bachtiarnaufalzain,http://www.youtube.com/@bachtiarnaufalzain,Sorry bang gua telat 4 tahun. Gatau tiba tiba muncul,0,2023-08-01T05:47:37Z,2023-08-01T05:47:37Z
UgxISi-KvK-IOOmJZqp4AaABAg,@syifafauziah816,http://www.youtube.com/@syifafauziah816,Ha 4 tahun yg lalu iPhone XS Harganya 23juta??? Muahal bgt ya,0,2023-07-28T11:47:11Z,2023-07-28T11:47:31Z
Ugw1gKwf4-kpAxkYDg54AaABAg,@RifaldotimporokVersitimporok,http://www.youtube.com/@RifaldotimporokVersitimporok,Slmt mlm bang,0,2023-07-19T09:44:41Z,2023-07-19T09:44:41Z
UgwzrxQBnD0ZgvurNq54AaABAg,@yogamawlaya5379,http://www.youtube.com/@yogamawlaya5379,"Gak usah jauh-jauh bang david 😁 dari dulu mau membedakan HDC itu mudah banget, tinggal liat dari layar bawah HDC gak full, 😅😅 beda dengan iphone full",1,2023-07-17T03:18:58Z,2023-07-17T03:18:58Z
Ugw8_i8EPOQzNpWAKP94AaABAg,@RandaKasim-m9z,http://www.youtube.com/@RandaKasim-m9z,Assalamualaikum beli di mana hp gitu,0,2023-07-13T12:35:36Z,2023-07-13T12:35:36Z
UgxV0TcKECSUqnAZpy94AaABAg,@donikurniawan1522,http://www.youtube.com/@donikurniawan1522,Bang rekomendasi toko iPhone ibox yang resmi Indonesia 🙏🙏🙏,0,2023-07-12T11:34:52Z,2023-07-12T11:34:52Z
UgySudchj11fo-KpHNp4AaABAg,@JulianaPutri-u5i,http://www.youtube.com/@JulianaPutri-u5i,"Bang, mo tanya.. klo hp yg dijual di pegadaian itu asli ga si?",0,2023-07-11T15:36:00Z,2023-07-11T15:36:00Z
Ugyoga-y9tbwGz5E9254AaABAg,@BocilPiadab,http://www.youtube.com/@BocilPiadab,Maaf telat 4 tahun wkwkwk,1,2023-07-07T09:21:40Z,2023-07-07T09:21:40Z
UgylzcmaZoOs1mJfUeN4AaABAg,@Sanli-1324,http://www.youtube.com/@Sanli-1324,Belinya di mana,0,2023-07-05T22:51:13Z,2023-07-05T22:51:13Z
Ugx-VmofsLcnTTQx2yx4AaABAg,@bangtotokoffical,http://www.youtube.com/@bangtotokoffical,Kalo niatnya beli hdc gimana bang wkwkw,0,2023-07-05T12:52:26Z,2023-07-05T12:52:26Z
UgzEnAJQ9qpAS2kAOKN4AaABAg,@landak35,http://www.youtube.com/@landak35,23 jt skrg jadi 4jt doang,0,2023-07-04T03:38:20Z,2023-07-04T03:38:20Z
UgyjSAWI3KUSoUo5XNB4AaABAg,@wgxyroof7810,http://www.youtube.com/@wgxyroof7810,8.56,0,2023-07-03T12:58:31Z,2023-07-03T12:58:31Z
UgyA7YzCeec31NFO-kx4AaABAg,@reymasrur,http://www.youtube.com/@reymasrur,Lhalhalha,0,2023-07-03T07:44:22Z,2023-07-03T07:44:22Z
UgxGU1OwTs8LKz4mpVF4AaABAg,@racenel2844,http://www.youtube.com/@racenel2844,telat 4thun😢,0,2023-07-01T23:22:33Z,2023-07-01T23:22:33Z
Ugw6XZp7yljFpvayqDR4AaABAg,@akatsuki1947,http://www.youtube.com/@akatsuki1947,Bang di hp kw itu ada play store,0,2023-06-30T05:21:51Z,2023-06-30T05:21:51Z
Ugya230J5Qvv06z-m8l4AaABAg,@dodotian,http://www.youtube.com/@dodotian,klo skarang wkkkwkk,0,2023-06-27T05:29:10Z,2023-06-27T05:29:10Z
UgxWsixcdltDtBOE4Th4AaABAg,@riskydau9178,http://www.youtube.com/@riskydau9178,Sorry bg telat 4 tahun😢,0,2023-06-25T04:59:05Z,2023-06-25T04:59:05Z
UgxcJzhQ7fQAaiUca3t4AaABAg,@Aryaaja2010,http://www.youtube.com/@Aryaaja2010,Lah sekarang udah 3 jutaan,1,2023-06-18T12:31:16Z,2023-06-18T12:31:16Z
Ugw2zhwbqukWGyBK2Wd4AaABAg,@RafaDhiyaKids,http://www.youtube.com/@RafaDhiyaKids,2023 hadir,0,2023-06-13T15:43:38Z,2023-06-13T15:43:38Z
UgziWFPBHiEg7_cd14F4AaABAg,@del_lgisakithati,http://www.youtube.com/@del_lgisakithati,sorry bang telat 4 tahun hehe,0,2023-06-01T13:02:31Z,2023-06-01T13:02:31Z
Ugx7yg7diFw1lpYFyyd4AaABAg,@rantociki,http://www.youtube.com/@rantociki,"Waah bahaya ni klo ada orang yang niat nipu, beli yang abal"" di jual agak mahal , pas ketemunya sama pembeli yang gak tau IPONE asli apa palsu ,, kebanyakan yang pada jual niat nipu , yang beli cuman ngecek liat sekilas doang, apa lagi yang jual perorangan bukan di konter",0,2023-06-01T11:20:04Z,2023-06-01T11:20:04Z
UgwivElJ3KqxMTYMOcF4AaABAg,@calonmotovlog37,http://www.youtube.com/@calonmotovlog37,Sory bg telat,0,2023-06-01T01:24:29Z,2023-06-01T01:24:29Z
UgzxTuSlKbWVdZXlHd14AaABAg,@sabethchannel226,http://www.youtube.com/@sabethchannel226,4 th yg lagu baru nonton 🤭,0,2023-05-25T10:12:32Z,2023-05-25T10:12:32Z
